i, x, y_cpp, y_a, y_b, y_c, diff_ab, diff_ac, diff_bc
 255,     -0.17123097,     -0.24261633,     -0.24261633,     -0.24261631,     -0.24261631, 1, 1, 0, 
 256,     -0.05227369,     -0.09293540,     -0.09293540,     -0.09293540,     -0.09293540, 0, 0, 0, 
 257,     -0.07265010,      0.05819615,      0.05819615,      0.05819615,      0.05819615, 0, 0, 0, 
 258,      0.32404214,      0.23578013,      0.23578013,      0.23578015,      0.23578015, 1, 1, 0, 
 259,      0.45119619,      0.37887892,      0.37887892,      0.37887892,      0.37887892, 0, 0, 0, 
 260,      0.36631870,      0.47322476,      0.47322476,      0.47322476,      0.47322476, 0, 0, 0, 
 261,      0.66609246,      0.55926722,      0.55926722,      0.55926728,      0.55926728, 1, 1, 0, 
 262,      0.58048725,      0.63242579,      0.63242579,      0.63242579,      0.63242579, 0, 0, 0, 
 263,      0.71330100,      0.67948079,      0.67948079,      0.67948079,      0.67948079, 0, 0, 0, 
 264,      0.75199711,      0.68482459,      0.68482459,      0.68482465,      0.68482465, 1, 1, 0, 
 265,      0.59585702,      0.63816077,      0.63816077,      0.63816077,      0.63816077, 0, 0, 0, 
 266,      0.62809205,      0.54688585,      0.54688585,      0.54688585,      0.54688585, 0, 0, 0, 
 267,      0.40177250,      0.41212633,      0.41212633,      0.41212630,      0.41212630, 1, 1, 0, 
 268,      0.23910648,      0.24526699,      0.24526699,      0.24526700,      0.24526700, 1, 1, 0, 
 269,      0.11873466,      0.06024247,      0.06024247,      0.06024248,      0.06024248, 1, 1, 0, 
 270,     -0.22048742,     -0.13599817,     -0.13599817,     -0.13599817,     -0.13599817, 0, 0, 0, 
 271,     -0.22477704,     -0.35783774,     -0.35783774,     -0.35783774,     -0.35783774, 0, 0, 0, 
 272,     -0.66798329,     -0.63093257,     -0.63093257,     -0.63093257,     -0.63093257, 0, 0, 0, 
 273,     -0.94159317,     -0.92833984,     -0.92833984,     -0.92833984,     -0.92833984, 0, 0, 0, 
 274,     -1.20105338,     -1.22079587,     -1.22079587,     -1.22079587,     -1.22079587, 0, 0, 0, 
 275,     -1.50295413,     -1.51553941,     -1.51553941,     -1.51553941,     -1.51553941, 0, 0, 0, 
 276,     -1.88024163,     -1.79072499,     -1.79072499,     -1.79072499,     -1.79072499, 0, 0, 0, 
 277,     -1.96413195,     -2.03045559,     -2.03045559,     -2.03045559,     -2.03045559, 0, 0, 0, 
 278,     -2.30075264,     -2.26978827,     -2.26978827,     -2.26978779,     -2.26978779, 1, 1, 0, 
 279,     -2.47556543,     -2.51691079,     -2.51691079,     -2.51691079,     -2.51691079, 0, 0, 0, 
 280,     -2.87306094,     -2.70889449,     -2.70889449,     -2.70889449,     -2.70889449, 0, 0, 0, 
 281,     -2.75779438,     -2.79468989,     -2.79468989,     -2.79469013,     -2.79469013, 1, 1, 0, 
 282,     -2.86975408,     -2.79006815,     -2.79006839,     -2.79006815,     -2.79006815, 1, 1, 0, 
 283,     -2.72144866,     -2.72833586,     -2.72833586,     -2.72833586,     -2.72833586, 0, 0, 0, 
 284,     -2.63253403,     -2.64253402,     -2.64253402,     -2.64253426,     -2.64253426, 1, 1, 0, 
 285,     -2.55773544,     -2.55855346,     -2.55855346,     -2.55855346,     -2.55855346, 0, 0, 0, 
 286,     -2.49885225,     -2.44202328,     -2.44202328,     -2.44202328,     -2.44202328, 0, 0, 0, 
 287,     -2.34344864,     -2.23484468,     -2.23484468,     -2.23484468,     -2.23484468, 0, 0, 0, 
 288,     -1.84198856,     -1.96372581,     -1.96372581,     -1.96372569,     -1.96372569, 1, 1, 0, 
 289,     -1.77572465,     -1.68379855,     -1.68379855,     -1.68379855,     -1.68379855, 0, 0, 0, 
 290,     -1.39213610,     -1.36771512,     -1.36771512,     -1.36771512,     -1.36771512, 0, 0, 0, 
 291,     -1.00648117,     -0.98826140,     -0.98826140,     -0.98826146,     -0.98826146, 1, 1, 0, 
 292,     -0.55981457,     -0.58385026,     -0.58385026,     -0.58385026,     -0.58385026, 0, 0, 0, 
 293,     -0.18976849,     -0.19656029,     -0.19656029,     -0.19656029,     -0.19656029, 0, 0, 0, 
 294,      0.19441783,      0.16284445,      0.16284445,      0.16284445,      0.16284445, 0, 0, 0, 
 295,      0.46171415,      0.50633490,      0.50633490,      0.50633490,      0.50633490, 0, 0, 0, 
 296,      0.91103625,      0.82908779,      0.82908779,      0.82908785,      0.82908785, 1, 1, 0, 
 297,      1.09902620,      1.10910439,      1.10910439,      1.10910439,      1.10910439, 0, 0, 0, 
 298,      1.36180806,      1.34866786,      1.34866810,      1.34866786,      1.34866786, 1, 1, 0, 
 299,      1.59842265,      1.55221677,      1.55221677,      1.55221677,      1.55221677, 0, 0, 0, 
 300,      1.70700741,      1.70325577,      1.70325577,      1.70325565,      1.70325565, 1, 1, 0, 
 301,      1.87064362,      1.78442705,      1.78442705,      1.78442705,      1.78442705, 0, 0, 0, 
 302,      1.77197480,      1.81447387,      1.81447387,      1.81447387,      1.81447387, 0, 0, 0, 
 303,      1.81261933,      1.84229910,      1.84229910,      1.84229922,      1.84229922, 1, 1, 0, 
 304,      1.95967412,      1.85740709,      1.85740721,      1.85740709,      1.85740709, 1, 1, 0, 
 305,      1.80383170,      1.80416083,      1.80416083,      1.80416095,      1.80416095, 1, 1, 0, 
 306,      1.72269034,      1.68148685,      1.68148685,      1.68148685,      1.68148685, 0, 0, 0, 
 307,      1.50150752,      1.51350725,      1.51350725,      1.51350713,      1.51350713, 1, 1, 0, 
 308,      1.38661528,      1.29516220,      1.29516220,      1.29516220,      1.29516220, 0, 0, 0, 
 309,      0.96601611,      1.04786217,      1.04786217,      1.04786205,      1.04786205, 1, 1, 0, 
 310,      0.81011772,      0.84369797,      0.84369797,      0.84369791,      0.84369791, 1, 1, 0, 
 311,      0.68125653,      0.70480436,      0.70480436,      0.70480430,      0.70480430, 1, 1, 0, 
 312,      0.66275460,      0.56985098,      0.56985098,      0.56985104,      0.56985104, 1, 1, 0, 
 313,      0.33182496,      0.39774629,      0.39774629,      0.39774632,      0.39774632, 1, 1, 0, 
 314,      0.27864474,      0.21685818,      0.21685818,      0.21685818,      0.21685818, 0, 0, 0, 
 315,     -0.07386255,      0.09301547,      0.09301547,      0.09301546,      0.09301546, 1, 1, 0, 
 316,      0.10325813,      0.03479972,      0.03479972,      0.03479972,      0.03479972, 0, 0, 0, 
 317,      0.07198632,     -0.03583339,     -0.03583339,     -0.03583339,     -0.03583339, 0, 0, 0, 
 318,     -0.33389300,     -0.11324233,     -0.11324233,     -0.11324233,     -0.11324233, 0, 0, 0, 
 319,     -0.00885016,     -0.12943663,     -0.12943663,     -0.12943663,     -0.12943663, 0, 0, 0, 
 320,     -0.16432208,     -0.10717797,     -0.10717797,     -0.10717797,     -0.10717797, 0, 0, 0, 
 321,     -0.09701109,     -0.07564631,     -0.07564631,     -0.07564632,     -0.07564632, 1, 1, 0, 
 322,      0.02842289,     -0.02184592,     -0.02184592,     -0.02184592,     -0.02184592, 0, 0, 0, 
 323,     -0.07582766,      0.08576233,      0.08576233,      0.08576233,      0.08576233, 0, 0, 0, 
 324,      0.33560503,      0.26064375,      0.26064375,      0.26064372,      0.26064372, 1, 1, 0, 
 325,      0.46806261,      0.44583461,      0.44583461,      0.44583461,      0.44583461, 0, 0, 0, 
 326,      0.55930692,      0.62306637,      0.62306637,      0.62306637,      0.62306637, 0, 0, 0, 
 327,      0.82115799,      0.81968802,      0.81968802,      0.81968802,      0.81968802, 0, 0, 0, 
 328,      1.12073302,      0.98528814,      0.98528814,      0.98528826,      0.98528826, 1, 1, 0, 
 329,      0.99983817,      1.06728196,      1.06728208,      1.06728208,      1.06728208, 0, 0, 0, 
 330,      1.19692183,      1.09656525,      1.09656525,      1.09656525,      1.09656525, 0, 0, 0, 
 331,      0.98570704,      1.13250017,      1.13250017,      1.13250017,      1.13250017, 0, 0, 0, 
 332,      1.30059779,      1.19926262,      1.19926262,      1.19926262,      1.19926262, 0, 0, 0, 
 333,      1.21584296,      1.27221119,      1.27221119,      1.27221119,      1.27221119, 0, 0, 0, 
 334,      1.38149309,      1.30280566,      1.30280566,      1.30280566,      1.30280566, 0, 0, 0, 
 335,      1.34625101,      1.24925816,      1.24925816,      1.24925828,      1.24925828, 1, 1, 0, 
 336,      1.00695837,      1.13128901,      1.13128889,      1.13128901,      1.13128901, 1, 1, 0, 
 337,      1.14097619,      1.00192499,      1.00192499,      1.00192499,      1.00192499, 0, 0, 0, 
 338,      0.72847265,      0.87554055,      0.87554055,      0.87554061,      0.87554061, 1, 1, 0, 
 339,      0.89696646,      0.73360294,      0.73360294,      0.73360288,      0.73360288, 1, 1, 0, 
 340,      0.47908443,      0.56017858,      0.56017858,      0.56017858,      0.56017858, 0, 0, 0, 
 341,      0.38464326,      0.38422170,      0.38422167,      0.38422170,      0.38422170, 1, 1, 0, 
 342,      0.23343922,      0.22598684,      0.22598684,      0.22598684,      0.22598684, 0, 0, 0, 
 343,      0.09262672,      0.05905005,      0.05905005,      0.05905005,      0.05905005, 1, 1, 0, 
 344,     -0.17301032,     -0.11721871,     -0.11721870,     -0.11721871,     -0.11721871, 1, 1, 0, 
 345,     -0.23731846,     -0.28602287,     -0.28602287,     -0.28602287,     -0.28602287, 0, 0, 0, 
 346,     -0.49210966,     -0.43446296,     -0.43446296,     -0.43446296,     -0.43446296, 0, 0, 0, 
 347,     -0.58460200,     -0.54176986,     -0.54176986,     -0.54176986,     -0.54176986, 0, 0, 0, 
 348,     -0.53805709,     -0.62191296,     -0.62191296,     -0.62191296,     -0.62191296, 0, 0, 0, 
 349,     -0.80271977,     -0.68464619,     -0.68464619,     -0.68464613,     -0.68464613, 1, 1, 0, 
 350,     -0.68086839,     -0.69600201,     -0.69600201,     -0.69600201,     -0.69600201, 0, 0, 0, 
 351,     -0.67771590,     -0.64401358,     -0.64401358,     -0.64401358,     -0.64401358, 0, 0, 0, 
 352,     -0.59102213,     -0.54967141,     -0.54967141,     -0.54967147,     -0.54967147, 1, 1, 0, 
 353,     -0.34764004,     -0.43792471,     -0.43792471,     -0.43792471,     -0.43792471, 0, 0, 0, 
 354,     -0.46631849,     -0.30060902,     -0.30060902,     -0.30060902,     -0.30060902, 0, 0, 0, 
 355,     -0.01387703,     -0.13333946,     -0.13333946,     -0.13333946,     -0.13333946, 0, 0, 0, 
 356,      0.02525717,      0.00697217,      0.00697217,      0.00697217,      0.00697217, 0, 0, 0, 
 357,      0.06171617,      0.11246084,      0.11246084,      0.11246084,      0.11246084, 1, 1, 0, 
 358,      0.23497361,      0.23105276,      0.23105276,      0.23105276,      0.23105276, 0, 0, 0, 
 359,      0.40203032,      0.35821122,      0.35821122,      0.35821119,      0.35821119, 1, 1, 0, 
 360,      0.40675935,      0.48379773,      0.48379773,      0.48379770,      0.48379770, 1, 1, 0, 
 361,      0.69054919,      0.60073745,      0.60073757,      0.60073745,      0.60073745, 1, 1, 0, 
 362,      0.69491565,      0.66910028,      0.66910028,      0.66910028,      0.66910028, 0, 0, 0, 
 363,      0.65977430,      0.68573642,      0.68573642,      0.68573642,      0.68573642, 0, 0, 0, 
 364,      0.72805768,      0.67409158,      0.67409158,      0.67409158,      0.67409158, 0, 0, 0, 
 365,      0.63069451,      0.61541295,      0.61541295,      0.61541295,      0.61541295, 0, 0, 0, 
 366,      0.56032765,      0.48163670,      0.48163670,      0.48163670,      0.48163670, 0, 0, 0, 
 367,      0.24912488,      0.31244546,      0.31244546,      0.31244546,      0.31244546, 0, 0, 0, 
 368,      0.09688634,      0.20187245,      0.20187245,      0.20187245,      0.20187245, 0, 0, 0, 
 369,      0.24482727,      0.12460130,      0.12460130,      0.12460131,      0.12460131, 1, 1, 0, 
 370,      0.11250490,     -0.07745781,     -0.07745781,     -0.07745782,     -0.07745782, 1, 1, 0, 
 371,     -0.56203246,     -0.41346568,     -0.41346568,     -0.41346568,     -0.41346568, 0, 0, 0, 
 372,     -0.74241996,     -0.73818827,     -0.73818827,     -0.73818821,     -0.73818821, 1, 1, 0, 
 373,     -0.96842289,     -1.01435590,     -1.01435590,     -1.01435590,     -1.01435590, 0, 0, 0, 
 374,     -1.34717536,     -1.29166055,     -1.29166055,     -1.29166055,     -1.29166055, 0, 0, 0, 
 375,     -1.49874341,     -1.57954836,     -1.57954836,     -1.57954836,     -1.57954836, 0, 0, 0, 
 376,     -1.97243214,     -1.85086679,     -1.85086679,     -1.85086679,     -1.85086679, 0, 0, 0, 
 377,     -2.03346062,     -2.09281301,     -2.09281301,     -2.09281301,     -2.09281301, 0, 0, 0, 
 378,     -2.30328465,     -2.33831406,     -2.33831406,     -2.33831406,     -2.33831406, 0, 0, 0, 
 379,     -2.68263412,     -2.57858205,     -2.57858205,     -2.57858181,     -2.57858181, 1, 1, 0, 
 380,     -2.75650454,     -2.74229431,     -2.74229431,     -2.74229407,     -2.74229407, 1, 1, 0, 
 381,     -2.88888979,     -2.80821848,     -2.80821848,     -2.80821848,     -2.80821848, 0, 0, 0, 
 382,     -2.74829960,     -2.81105757,     -2.81105757,     -2.81105757,     -2.81105757, 0, 0, 0, 
 383,     -2.89630651,     -2.75460291,     -2.75460291,     -2.75460291,     -2.75460291, 0, 0, 0, 
 384,     -2.58983588,     -2.64978743,     -2.64978719,     -2.64978719,     -2.64978719, 0, 0, 0, 
 385,     -2.45437431,     -2.57314897,     -2.57314897,     -2.57314920,     -2.57314920, 1, 1, 0, 
 386,     -2.70655680,     -2.50064039,     -2.50064039,     -2.50064039,     -2.50064039, 0, 0, 0, 
 387,     -2.36226392,     -2.29619384,     -2.29619384,     -2.29619384,     -2.29619384, 0, 0, 0, 
 388,     -1.91451645,     -1.97167814,     -1.97167814,     -1.97167802,     -1.97167802, 1, 1, 0, 
 389,     -1.62684965,     -1.65025938,     -1.65025938,     -1.65025949,     -1.65025949, 1, 1, 0, 
 390,     -1.39673972,     -1.34739566,     -1.34739566,     -1.34739566,     -1.34739566, 0, 0, 0, 
 391,     -1.03576469,     -1.00755668,     -1.00755668,     -1.00755668,     -1.00755668, 0, 0, 0, 
 392,     -0.61291939,     -0.62405008,     -0.62405014,     -0.62405014,     -0.62405014, 0, 0, 0, 
 393,     -0.24083418,     -0.23640156,     -0.23640156,     -0.23640153,     -0.23640153, 1, 1, 0, 
 394,      0.19584996,      0.12144317,      0.12144317,      0.12144317,      0.12144317, 0, 0, 0, 
 395,      0.36662298,      0.46513629,      0.46513629,      0.46513629,      0.46513629, 0, 0, 0, 
 396,      0.87775511,      0.81080616,      0.81080610,      0.81080610,      0.81080610, 0, 0, 0, 
 397,      1.18885660,      1.11423719,      1.11423719,      1.11423719,      1.11423719, 0, 0, 0, 
 398,      1.28859901,      1.36972952,      1.36972952,      1.36972952,      1.36972952, 0, 0, 0, 
 399,      1.66261554,      1.61043096,      1.61043096,      1.61043096,      1.61043096, 0, 0, 0, 
 400,      1.90043378,      1.79487407,      1.79487407,      1.79487419,      1.79487419, 1, 1, 0, 
 401,      1.84621406,      1.88611388,      1.88611388,      1.88611400,      1.88611400, 1, 1, 0, 
 402,      1.99146533,      1.91225195,      1.91225195,      1.91225195,      1.91225195, 0, 0, 0, 
 403,      1.87032747,      1.89987648,      1.89987648,      1.89987636,      1.89987636, 1, 1, 0, 
 404,      1.88064027,      1.86102796,      1.86102819,      1.86102796,      1.86102796, 1, 1, 0, 
 405,      1.84142089,      1.78795540,      1.78795540,      1.78795540,      1.78795540, 0, 0, 0, 
 406,      1.65414715,      1.66853046,      1.66853046,      1.66853046,      1.66853046, 0, 0, 0, 
 407,      1.54928422,      1.52130127,      1.52130127,      1.52130127,      1.52130127, 0, 0, 0, 
 408,      1.32814395,      1.37124825,      1.37124825,      1.37124825,      1.37124825, 0, 0, 0, 
 409,      1.27452862,      1.20960808,      1.20960808,      1.20960808,      1.20960808, 0, 0, 0, 
 410,      1.02171040,      0.99804693,      0.99804693,      0.99804693,      0.99804693, 0, 0, 0, 
 411,      0.75785416,      0.74247378,      0.74247378,      0.74247372,      0.74247372, 1, 1, 0, 
 412,      0.38081360,      0.51744735,      0.51744735,      0.51744735,      0.51744735, 0, 0, 0, 
 413,      0.44783080,      0.35800296,      0.35800296,      0.35800296,      0.35800296, 0, 0, 0, 
 414,      0.14982569,      0.22404322,      0.22404322,      0.22404322,      0.22404322, 0, 0, 0, 
 415,      0.16065133,      0.08992390,      0.08992390,      0.08992389,      0.08992389, 1, 1, 0, 
 416,     -0.12900460,     -0.02097335,     -0.02097335,     -0.02097335,     -0.02097335, 0, 0, 0, 
 417,     -0.05624092,     -0.08596831,     -0.08596831,     -0.08596831,     -0.08596831, 0, 0, 0, 
 418,     -0.12901342,     -0.13447860,     -0.13447860,     -0.13447860,     -0.13447860, 0, 0, 0, 
 419,     -0.16662669,     -0.18307562,     -0.18307562,     -0.18307561,     -0.18307561, 1, 1, 0, 
 420,     -0.35710216,     -0.16287416,     -0.16287416,     -0.16287416,     -0.16287416, 0, 0, 0, 
 421,      0.07125354,     -0.06513445,     -0.06513445,     -0.06513445,     -0.06513445, 0, 0, 0, 
 422,      0.04713255,      0.01534396,      0.01534396,      0.01534396,      0.01534396, 0, 0, 0, 
 423,     -0.06316730,      0.10222270,      0.10222270,      0.10222270,      0.10222270, 0, 0, 0, 
 424,      0.28746527,      0.27768227,      0.27768227,      0.27768230,      0.27768230, 1, 1, 0, 
 425,      0.60492206,      0.47468215,      0.47468215,      0.47468218,      0.47468218, 1, 1, 0, 
 426,      0.50397342,      0.63291425,      0.63291425,      0.63291419,      0.63291419, 1, 1, 0, 
 427,      0.86279511,      0.79911554,      0.79911554,      0.79911554,      0.79911554, 0, 0, 0, 
 428,      0.94445288,      0.97798383,      0.97798389,      0.97798383,      0.97798383, 1, 1, 0, 
 429,      1.21045160,      1.13143349,      1.13143349,      1.13143337,      1.13143337, 1, 1, 0, 
 430,      1.18406391,      1.25199831,      1.25199831,      1.25199842,      1.25199842, 1, 1, 0, 
 431,      1.46336269,      1.33623421,      1.33623421,      1.33623421,      1.33623421, 0, 0, 0, 
 432,      1.28787971,      1.36413479,      1.36413479,      1.36413479,      1.36413479, 0, 0, 0, 
 433,      1.50134540,      1.31112742,      1.31112742,      1.31112742,      1.31112742, 0, 0, 0, 
 434,      1.05598164,      1.20728552,      1.20728552,      1.20728564,      1.20728564, 1, 1, 0, 
 435,      1.13115859,      1.13814175,      1.13814175,      1.13814175,      1.13814175, 0, 0, 0, 
 436,      1.16278350,      1.10325742,      1.10325742,      1.10325742,      1.10325742, 0, 0, 0, 
 437,      1.04690981,      1.01979923,      1.01979923,      1.01979923,      1.01979923, 0, 0, 0, 
 438,      0.90716255,      0.86241305,      0.86241305,      0.86241305,      0.86241305, 0, 0, 0, 
 439,      0.62438667,      0.67434710,      0.67434710,      0.67434710,      0.67434710, 0, 0, 0, 
 440,      0.50766391,      0.50388128,      0.50388128,      0.50388122,      0.50388122, 1, 1, 0, 
 441,      0.33701807,      0.36103332,      0.36103332,      0.36103332,      0.36103332, 0, 0, 0, 
 442,      0.26333487,      0.21580528,      0.21580528,      0.21580529,      0.21580529, 1, 1, 0, 
 443,      0.04604277,      0.04265591,      0.04265591,      0.04265592,      0.04265592, 1, 1, 0, 
 444,     -0.16703200,     -0.14148098,     -0.14148098,     -0.14148098,     -0.14148098, 0, 0, 0, 
 445,     -0.31599149,     -0.30952519,     -0.30952519,     -0.30952522,     -0.30952522, 1, 1, 0, 
 446,     -0.44504356,     -0.44293016,     -0.44293016,     -0.44293016,     -0.44293016, 0, 0, 0, 
 447,     -0.65419507,     -0.51622355,     -0.51622355,     -0.51622355,     -0.51622355, 0, 0, 0, 
 448,     -0.36884308,     -0.56820101,     -0.56820101,     -0.56820101,     -0.56820101, 0, 0, 0, 
 449,     -0.76286870,     -0.64772475,     -0.64772475,     -0.64772475,     -0.64772475, 0, 0, 0, 
 450,     -0.76485908,     -0.68458897,     -0.68458897,     -0.68458897,     -0.68458897, 0, 0, 0, 
 451,     -0.59737945,     -0.63756633,     -0.63756633,     -0.63756633,     -0.63756633, 0, 0, 0, 
 452,     -0.55443358,     -0.56600720,     -0.56600720,     -0.56600714,     -0.56600714, 1, 1, 0, 
 453,     -0.57674462,     -0.47852814,     -0.47852814,     -0.47852814,     -0.47852814, 0, 0, 0, 
 454,     -0.26815778,     -0.36948881,     -0.36948881,     -0.36948878,     -0.36948878, 1, 1, 0, 
 455,     -0.30823815,     -0.26908609,     -0.26908609,     -0.26908609,     -0.26908609, 0, 0, 0, 
 456,     -0.20850924,     -0.15724833,     -0.15724833,     -0.15724833,     -0.15724833, 0, 0, 0, 
 457,      0.02746394,     -0.00482623,     -0.00482623,     -0.00482623,     -0.00482623, 0, 0, 0, 
 458,      0.12633674,      0.16279913,      0.16279913,      0.16279915,      0.16279915, 1, 1, 0, 
 459,      0.39492482,      0.30368403,      0.30368403,      0.30368403,      0.30368403, 0, 0, 0, 
 460,      0.36572003,      0.41795203,      0.41795203,      0.41795200,      0.41795200, 1, 1, 0, 
 461,      0.49370426,      0.53766215,      0.53766209,      0.53766209,      0.53766209, 0, 0, 0, 
 462,      0.81205875,      0.63807881,      0.63807881,      0.63807881,      0.63807881, 0, 0, 0, 
 463,      0.53432834,      0.70058382,      0.70058382,      0.70058382,      0.70058382, 0, 0, 0, 
 464,      0.85905862,      0.75159001,      0.75159001,      0.75159007,      0.75159007, 1, 1, 0, 
 465,      0.82519680,      0.74705529,      0.74705529,      0.74705529,      0.74705529, 0, 0, 0, 
 466,      0.62092972,      0.63972938,      0.63972938,      0.63972938,      0.63972938, 0, 0, 0, 
 467,      0.54742241,      0.44557834,      0.44557834,      0.44557834,      0.44557834, 0, 0, 0, 
 468,      0.16055661,      0.20431322,      0.20431322,      0.20431322,      0.20431322, 0, 0, 0, 
 469,     -0.10642344,     -0.01443207,     -0.01443207,     -0.01443207,     -0.01443207, 0, 0, 0, 
 470,     -0.07925391,     -0.19157778,     -0.19157778,     -0.19157776,     -0.19157776, 1, 1, 0, 
 471,     -0.46500564,     -0.37401390,     -0.37401390,     -0.37401390,     -0.37401390, 0, 0, 0, 
 472,     -0.46456116,     -0.60286587,     -0.60286587,     -0.60286587,     -0.60286587, 0, 0, 0, 
 473,     -0.91250491,     -0.89416552,     -0.89416552,     -0.89416552,     -0.89416552, 0, 0, 0, 
 474,     -1.26919079,     -1.20616198,     -1.20616198,     -1.20616198,     -1.20616198, 0, 0, 0, 
 475,     -1.43160570,     -1.50746584,     -1.50746584,     -1.50746584,     -1.50746584, 0, 0, 0, 
 476,     -1.84244287,     -1.83659899,     -1.83659899,     -1.83659911,     -1.83659911, 1, 1, 0, 
 477,     -2.17077971,     -2.17806387,     -2.17806387,     -2.17806387,     -2.17806387, 0, 0, 0, 
 478,     -2.65219545,     -2.42173910,     -2.42173910,     -2.42173910,     -2.42173910, 0, 0, 0, 
 479,     -2.41418529,     -2.54326439,     -2.54326439,     -2.54326439,     -2.54326439, 0, 0, 0, 
 480,     -2.65235138,     -2.64663553,     -2.64663553,     -2.64663553,     -2.64663553, 0, 0, 0, 
 481,     -2.81815434,     -2.76383686,     -2.76383686,     -2.76383662,     -2.76383662, 1, 1, 0, 
 482,     -2.85050726,     -2.82630777,     -2.82630777,     -2.82630777,     -2.82630777, 0, 0, 0, 
 483,     -2.88684058,     -2.80286884,     -2.80286884,     -2.80286884,     -2.80286884, 0, 0, 0, 
 484,     -2.64555073,     -2.73316121,     -2.73316121,     -2.73316121,     -2.73316121, 0, 0, 0, 
 485,     -2.72247338,     -2.63925505,     -2.63925505,     -2.63925505,     -2.63925505, 0, 0, 0, 
 486,     -2.56951046,     -2.46131325,     -2.46131325,     -2.46131325,     -2.46131325, 0, 0, 0, 
 487,     -2.14615512,     -2.17375517,     -2.17375517,     -2.17375517,     -2.17375517, 0, 0, 0, 
 488,     -1.84388542,     -1.85200334,     -1.85200334,     -1.85200334,     -1.85200334, 0, 0, 0, 
 489,     -1.52709627,     -1.55272114,     -1.55272114,     -1.55272102,     -1.55272102, 1, 1, 0, 
 490,     -1.30622411,     -1.25992131,     -1.25992131,     -1.25992131,     -1.25992131, 0, 0, 0, 
 491,     -0.93436664,     -0.94175601,     -0.94175601,     -0.94175601,     -0.94175601, 0, 0, 0, 
 492,     -0.63165808,     -0.58766365,     -0.58766365,     -0.58766365,     -0.58766365, 0, 0, 0, 
 493,     -0.18327093,     -0.21731505,     -0.21731505,     -0.21731505,     -0.21731505, 0, 0, 0, 
 494,      0.16410482,      0.13442452,      0.13442452,      0.13442452,      0.13442452, 0, 0, 0, 
 495,      0.42716467,      0.46565548,      0.46565548,      0.46565548,      0.46565548, 0, 0, 0, 
 496,      0.82224655,      0.79522938,      0.79522938,      0.79522932,      0.79522932, 1, 1, 0, 
 497,      1.12536490,      1.11015177,      1.11015177,      1.11015177,      1.11015177, 0, 0, 0, 
 498,      1.41596699,      1.38849616,      1.38849616,      1.38849616,      1.38849616, 0, 0, 0, 
 499,      1.63022089,      1.63130164,      1.63130164,      1.63130164,      1.63130164, 0, 0, 0, 
 500,      1.87554824,      1.82762241,      1.82762241,      1.82762241,      1.82762241, 0, 0, 0, 
 501,      2.02807498,      1.93350995,      1.93350995,      1.93351007,      1.93351007, 1, 1, 0, 
 502,      1.93951774,      1.93331385,      1.93331385,      1.93331373,      1.93331373, 1, 1, 0, 
 503,      1.87722659,      1.88807106,      1.88807106,      1.88807106,      1.88807106, 0, 0, 0, 
 504,      1.79915929,      1.85587084,      1.85587084,      1.85587072,      1.85587072, 1, 1, 0, 
 505,      1.96299386,      1.79859769,      1.79859769,      1.79859757,      1.79859757, 1, 1, 0, 
 506,      1.59857690,      1.66977203,      1.66977203,      1.66977215,      1.66977215, 1, 1, 0, 
 507,      1.53142667,      1.50256681,      1.50256681,      1.50256681,      1.50256681, 0, 0, 0, 
 508,      1.34805095,      1.31795633,      1.31795633,      1.31795633,      1.31795633, 0, 0, 0, 
 509,      1.10300219,      1.09652305,      1.09652305,      1.09652305,      1.09652305, 0, 0, 0, 
